Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
52,No,Sales,776,Male,4,Manager,1,Married,16856,No,11,3,3,4,34,6,1
33,Yes,Research & Development,780,Male,1,Research Scientist,4,Single,2686,Yes,13,3,2,2,10,9,7
25,No,Sales,781,Female,2,Sales Executive,4,Single,6180,No,23,4,5,2,6,5,1
45,No,Sales,783,Male,2,Sales Representative,3,Single,6632,No,13,3,3,3,8,7,3
23,No,Research & Development,784,Male,1,Research Scientist,3,Single,3505,No,18,3,3,3,2,2,0
47,Yes,Sales,785,Female,2,Sales Executive,3,Single,6397,Yes,12,3,2,3,5,4,1
34,No,Sales,786,Male,2,Sales Executive,4,Single,6274,No,22,4,5,3,6,5,1
55,Yes,Research & Development,787,Male,5,Manager,1,Married,19859,Yes,13,3,2,3,5,2,1
36,No,Sales,789,Male,3,Sales Executive,1,Single,7587,No,15,3,1,3,10,7,0
52,No,Research & Development,791,Male,1,Research Scientist,4,Married,4258,No,18,3,3,3,4,3,1
26,No,Research & Development,792,Female,1,Laboratory Technician,4,Divorced,4364,No,14,3,2,3,2,2,2
29,No,Research & Development,793,Female,2,Healthcare Representative,3,Married,4335,No,12,3,3,2,8,7,1
26,Yes,Sales,796,Male,2,Sales Executive,1,Single,5326,No,17,3,2,2,4,3,1
34,No,Research & Development,797,Female,1,Research Scientist,4,Single,3280,No,16,3,2,3,4,2,1
54,No,Research & Development,799,Female,2,Manufacturing Director,1,Divorced,5485,Yes,11,3,4,3,5,3,1
27,No,Sales,800,Male,2,Sales Executive,4,Married,4342,No,19,3,3,3,4,2,1
37,No,Research & Development,802,Female,1,Research Scientist,1,Divorced,2782,Yes,13,3,3,2,5,3,4
38,No,Research & Development,803,Female,2,Manufacturing Director,1,Single,5980,Yes,12,3,2,3,15,7,4
34,No,Research & Development,804,Female,1,Research Scientist,1,Single,4381,No,11,3,3,3,6,5,1
35,No,Sales,805,Female,1,Sales Representative,4,Married,2572,No,16,3,1,2,3,2,0
30,No,Research & Development,806,Male,1,Laboratory Technician,3,Married,3833,No,21,4,2,3,2,2,0
40,No,Research & Development,807,Female,2,Healthcare Representative,2,Married,4244,No,24,4,2,3,8,7,3
34,No,Sales,808,Female,2,Sales Executive,1,Married,6500,No,17,3,1,3,3,2,1
42,No,Research & Development,809,Male,5,Manager,4,Divorced,18430,No,13,3,4,2,24,7,14
23,Yes,Research & Development,811,Male,1,Laboratory Technician,1,Married,1601,Yes,21,4,2,3,0,0,0
24,No,Research & Development,812,Male,1,Laboratory Technician,2,Divorced,2694,No,11,3,4,3,1,0,0
52,No,Research & Development,813,Female,2,Laboratory Technician,3,Married,3149,No,20,4,3,3,5,2,1
50,No,Research & Development,815,Male,4,Research Director,3,Married,17639,No,16,3,3,3,4,3,0
29,Yes,Research & Development,816,Female,1,Laboratory Technician,1,Married,2319,Yes,11,3,1,3,1,0,0
33,No,Research & Development,817,Male,3,Research Director,3,Married,11691,No,11,3,3,4,13,9,3
33,Yes,Sales,819,Female,2,Sales Executive,1,Single,5324,No,15,3,3,3,3,2,0
47,No,Research & Development,820,Female,4,Manager,4,Married,16752,Yes,11,3,3,2,26,14,3
36,No,Research & Development,823,Female,2,Manufacturing Director,2,Married,5228,No,15,3,2,3,9,7,0
29,No,Research & Development,824,Male,1,Research Scientist,3,Married,2700,No,24,4,3,3,10,7,0
58,Yes,Research & Development,825,Male,5,Research Director,2,Single,19246,Yes,12,3,2,3,31,15,13
35,No,Research & Development,826,Female,1,Research Scientist,3,Single,2506,No,13,3,0,3,2,2,2
42,No,Research & Development,827,Female,2,Manufacturing Director,4,Married,6062,Yes,13,3,4,3,4,3,0
28,Yes,Research & Development,828,Male,1,Research Scientist,3,Single,4382,No,17,3,3,2,2,2,2
36,No,Human Resources,829,Male,1,Human Resources,2,Married,2143,No,13,3,2,3,5,2,0
32,No,Research & Development,830,Female,2,Manufacturing Director,3,Married,6162,No,12,3,3,3,14,13,6
40,No,Research & Development,832,Male,2,Laboratory Technician,3,Single,5094,No,14,3,6,3,1,0,0
30,No,Research & Development,833,Female,2,Manufacturing Director,4,Single,6877,Yes,24,4,4,2,0,0,0
45,No,Research & Development,834,Female,1,Research Scientist,3,Single,2274,No,14,3,3,3,1,0,0
42,No,Research & Development,836,Male,2,Manufacturing Director,2,Married,4434,No,13,3,3,2,9,8,7
38,No,Research & Development,837,Male,2,Healthcare Representative,1,Divorced,6288,No,15,3,3,2,4,3,1
34,No,Research & Development,838,Female,1,Research Scientist,4,Single,2553,No,16,3,3,3,5,2,1
49,Yes,Sales,840,Female,3,Sales Executive,4,Married,7654,No,18,3,3,4,9,8,7
55,Yes,Sales,842,Male,2,Sales Executive,4,Single,5160,No,16,3,3,2,9,7,7
43,No,Research & Development,843,Male,4,Research Director,1,Married,17159,No,24,4,3,3,4,1,1
27,No,Research & Development,844,Male,3,Research Director,4,Divorced,12808,Yes,16,3,3,3,9,8,0
35,No,Research & Development,845,Male,3,Manufacturing Director,3,Single,10221,No,21,4,3,4,8,5,1
28,No,Sales,846,Female,2,Sales Executive,2,Married,4779,Yes,20,4,2,3,8,7,7
34,No,Human Resources,847,Male,1,Human Resources,4,Married,3737,No,19,3,1,1,3,2,0
26,Yes,Research & Development,848,Female,1,Research Scientist,3,Married,2366,Yes,14,3,2,3,8,7,1
27,No,Research & Development,850,Male,1,Research Scientist,4,Married,1706,No,11,3,6,2,0,0,0
51,No,Sales,851,Female,4,Manager,3,Married,16307,No,14,3,2,2,20,6,4
44,No,Research & Development,852,Male,2,Healthcare Representative,2,Single,5933,No,12,3,2,2,5,2,2
25,No,Research & Development,854,Male,1,Research Scientist,1,Single,3424,No,13,3,3,2,4,3,0
33,No,Sales,855,Male,2,Sales Executive,1,Divorced,4037,No,22,4,5,3,9,8,0
35,No,Research & Development,856,Female,1,Research Scientist,1,Single,2559,No,11,3,3,2,6,5,1
36,No,Sales,857,Male,2,Sales Executive,4,Married,6201,Yes,14,3,1,2,18,14,4
32,No,Sales,859,Male,2,Sales Executive,4,Divorced,4403,No,11,3,3,2,5,2,0
30,No,Research & Development,861,Male,1,Research Scientist,4,Divorced,3761,No,12,3,3,2,5,4,0
53,No,Sales,862,Female,3,Sales Executive,4,Married,10934,Yes,18,3,3,3,5,2,0
45,No,Sales,864,Male,3,Sales Executive,1,Divorced,10761,Yes,12,3,2,3,5,4,0
32,No,Research & Development,865,Female,2,Research Scientist,3,Married,5175,No,12,3,3,2,5,3,1
52,No,Research & Development,867,Female,4,Manufacturing Director,4,Married,13826,No,22,4,3,3,9,8,0
37,No,Sales,868,Male,2,Sales Executive,3,Divorced,6334,No,19,3,2,3,1,0,0
28,No,Human Resources,869,Male,1,Human Resources,4,Divorced,4936,No,13,3,6,3,5,1,0
22,No,Research & Development,872,Male,2,Manufacturing Director,4,Married,4775,No,22,4,2,1,2,2,2
44,No,Research & Development,874,Male,1,Laboratory Technician,4,Married,2818,Yes,24,4,2,2,3,2,0
42,No,Research & Development,875,Male,1,Research Scientist,4,Single,2515,Yes,14,3,2,3,2,1,2
36,No,Human Resources,878,Male,1,Human Resources,1,Married,2342,No,21,4,3,3,5,4,0
25,No,Sales,879,Male,2,Sales Executive,1,Married,4194,Yes,18,3,3,3,5,3,0
35,No,Research & Development,880,Female,3,Manufacturing Director,3,Married,10685,Yes,20,4,2,3,17,14,5
35,Yes,Research & Development,881,Female,1,Research Scientist,2,Divorced,2022,Yes,19,3,3,2,10,2,7
32,No,Research & Development,882,Male,1,Laboratory Technician,4,Divorced,2314,No,12,3,2,3,3,0,0
25,No,Sales,885,Male,2,Sales Executive,1,Married,4256,No,12,3,1,4,5,2,0
49,No,Research & Development,887,Female,1,Research Scientist,1,Married,3580,No,16,3,2,3,4,2,0
24,No,Research & Development,888,Male,1,Laboratory Technician,4,Married,3162,No,17,3,2,2,5,2,3
32,No,Sales,889,Male,2,Sales Executive,2,Married,6524,No,14,3,3,3,10,8,5
38,No,Sales,893,Male,1,Sales Representative,2,Married,2899,No,19,3,3,3,2,2,1
42,No,Research & Development,894,Female,2,Laboratory Technician,4,Married,5231,Yes,13,3,1,2,5,3,1
31,No,Research & Development,895,Male,1,Research Scientist,4,Married,2356,Yes,19,3,2,3,6,4,0
29,Yes,Sales,896,Female,1,Sales Representative,3,Divorced,2800,Yes,19,3,3,3,3,2,0
53,No,Sales,897,Male,4,Sales Executive,4,Married,11836,No,14,3,3,3,2,0,2
35,No,Research & Development,899,Male,3,Manufacturing Director,2,Married,10903,No,16,3,2,3,13,10,4
37,No,Sales,900,Female,1,Sales Representative,4,Married,2973,No,15,3,3,3,5,4,0
53,No,Research & Development,901,Female,4,Research Director,4,Single,14275,No,18,3,0,3,12,9,3
43,No,Research & Development,902,Female,2,Healthcare Representative,4,Married,5562,No,13,3,2,2,5,2,2
47,No,Sales,903,Female,2,Sales Executive,4,Married,4537,Yes,22,4,2,3,7,6,7
37,No,Sales,904,Male,3,Sales Executive,2,Single,7642,Yes,13,3,2,3,10,0,0
50,No,Research & Development,905,Male,4,Manager,1,Divorced,17924,No,11,3,3,3,31,6,14
39,No,Human Resources,909,Female,2,Human Resources,4,Married,5204,No,11,3,2,3,5,4,0
33,No,Human Resources,910,Male,1,Human Resources,2,Divorced,2277,Yes,11,3,4,4,4,3,0
32,Yes,Research & Development,911,Male,1,Laboratory Technician,4,Single,2795,Yes,24,4,2,1,1,0,0
29,No,Research & Development,912,Female,1,Laboratory Technician,4,Divorced,2532,No,14,3,5,3,4,3,0
44,No,Research & Development,913,Male,1,Research Scientist,1,Married,2559,Yes,13,3,0,3,8,7,7
28,No,Sales,916,Male,2,Sales Executive,4,Single,4908,No,14,3,3,3,4,2,0
58,Yes,Research & Development,918,Male,1,Laboratory Technician,4,Divorced,2380,Yes,14,3,3,2,1,0,0
43,No,Research & Development,920,Female,2,Manufacturing Director,2,Divorced,4765,No,21,4,2,4,1,0,0
20,Yes,Sales,922,Female,1,Sales Representative,3,Single,2044,No,13,3,3,2,2,2,0
21,Yes,Research & Development,923,Female,1,Research Scientist,4,Single,2693,No,19,3,3,2,1,0,0
36,No,Research & Development,924,Male,2,Healthcare Representative,4,Married,6586,Yes,17,3,2,2,16,8,4
47,No,Sales,925,Female,1,Sales Representative,4,Single,3294,Yes,18,3,3,2,3,2,1
22,Yes,Research & Development,926,Female,2,Manufacturing Director,3,Married,4171,Yes,19,3,3,4,3,2,0
41,Yes,Research & Development,927,Female,1,Laboratory Technician,4,Divorced,2778,Yes,13,3,1,2,7,7,1
28,No,Research & Development,930,Female,1,Research Scientist,3,Divorced,2377,No,18,3,2,3,2,2,2
39,Yes,Research & Development,932,Male,1,Laboratory Technician,1,Married,2404,Yes,21,4,2,1,2,2,2
27,No,Research & Development,933,Female,1,Research Scientist,3,Single,2318,No,19,3,2,3,1,1,0
34,No,Research & Development,934,Male,1,Laboratory Technician,2,Divorced,2008,No,14,3,3,3,1,0,1
42,No,Sales,936,Female,2,Sales Executive,3,Single,6244,No,17,3,6,3,5,4,0
33,No,Research & Development,939,Male,1,Research Scientist,1,Single,2799,Yes,11,3,1,3,3,2,0
58,No,Research & Development,940,Female,3,Healthcare Representative,2,Divorced,10552,Yes,13,3,3,3,6,0,0
31,No,Sales,941,Male,1,Sales Representative,3,Married,2329,No,15,3,2,4,7,7,5
35,No,Research & Development,942,Female,2,Healthcare Representative,4,Married,4014,Yes,25,4,2,1,10,6,0
49,No,Research & Development,944,Female,3,Laboratory Technician,2,Married,7403,No,11,3,3,2,26,9,1
48,No,Research & Development,945,Male,1,Research Scientist,3,Married,2259,No,17,3,2,2,0,0,0
31,No,Sales,947,Female,2,Sales Executive,3,Married,6932,No,13,3,2,2,9,8,0
36,No,Research & Development,949,Male,1,Research Scientist,4,Single,4678,No,18,3,6,3,6,2,0
38,No,Research & Development,950,Female,3,Research Director,1,Married,13582,No,13,3,3,3,15,12,5
32,No,Research & Development,951,Female,1,Laboratory Technician,2,Married,2332,No,20,4,3,3,3,0,0
25,Yes,Sales,952,Male,1,Sales Representative,2,Married,2413,Yes,18,3,2,3,1,0,0
40,No,Sales,954,Male,3,Sales Executive,2,Divorced,9705,No,12,3,2,2,1,0,0
26,No,Sales,956,Male,2,Sales Executive,1,Single,4294,No,12,3,2,3,7,7,0
41,No,Research & Development,957,Male,1,Laboratory Technician,1,Single,4721,Yes,13,3,3,3,18,13,2
36,No,Research & Development,958,Male,1,Laboratory Technician,3,Single,2519,No,21,4,6,3,11,8,3
19,Yes,Sales,959,Male,1,Sales Representative,2,Single,2121,Yes,13,3,3,4,1,0,0
20,Yes,Research & Development,960,Male,1,Laboratory Technician,1,Single,2973,No,19,3,2,3,1,0,0
31,No,Research & Development,961,Female,2,Healthcare Representative,4,Married,5855,Yes,11,3,2,1,9,7,8
40,No,Research & Development,964,Male,1,Research Scientist,2,Divorced,3617,Yes,14,3,2,3,1,1,0
32,No,Research & Development,966,Female,2,Manufacturing Director,1,Married,6725,No,12,3,2,4,8,7,6
36,Yes,Sales,967,Male,3,Sales Executive,4,Married,10325,Yes,11,3,6,3,16,7,3
33,No,Research & Development,969,Female,2,Healthcare Representative,4,Single,6949,No,14,3,3,3,5,0,1
37,Yes,Sales,970,Male,3,Sales Executive,3,Married,10609,No,11,3,2,1,14,1,11
45,No,Research & Development,972,Male,2,Laboratory Technician,2,Married,4447,No,12,3,5,2,9,7,0
29,No,Sales,974,Female,1,Sales Representative,4,Married,2157,No,15,3,5,3,3,1,0
35,No,Sales,975,Female,2,Sales Executive,3,Married,4601,No,16,3,3,3,5,2,1
52,No,Research & Development,976,Male,4,Manager,4,Married,17099,No,15,3,2,2,9,8,7
58,Yes,Research & Development,977,Male,1,Research Scientist,3,Single,2479,No,24,4,4,3,1,0,0
53,No,Sales,981,Male,4,Manager,3,Divorced,14852,No,13,3,3,4,17,13,15
30,No,Sales,982,Male,3,Sales Executive,3,Divorced,7264,No,11,3,2,4,8,4,7
38,No,Sales,983,Female,2,Sales Executive,4,Single,5666,Yes,13,3,1,3,5,3,1
35,No,Sales,984,Male,3,Sales Executive,4,Divorced,7823,No,13,3,2,3,10,9,0
39,No,Sales,985,Male,3,Sales Executive,3,Single,7880,No,18,3,3,3,8,7,0
40,Yes,Sales,986,Female,4,Sales Executive,2,Single,13194,Yes,16,3,2,2,1,0,0
47,No,Research & Development,987,Male,2,Manufacturing Director,3,Divorced,5067,Yes,19,3,3,4,19,10,2
36,No,Sales,990,Male,2,Sales Executive,4,Divorced,5079,No,13,3,3,3,7,7,0
31,Yes,Research & Development,991,Male,1,Research Scientist,1,Single,2321,Yes,22,4,0,3,3,2,1
33,No,Sales,992,Male,4,Manager,3,Single,17444,No,11,3,2,3,10,8,6
29,Yes,Research & Development,994,Female,1,Research Scientist,1,Single,2404,Yes,20,4,5,3,0,0,0
33,No,Research & Development,995,Female,1,Research Scientist,4,Single,3452,No,18,3,4,3,3,2,0
45,No,Research & Development,996,Female,1,Laboratory Technician,4,Divorced,2270,No,14,3,2,3,5,3,0
50,No,Research & Development,997,Male,4,Research Director,4,Divorced,17399,No,22,4,1,2,5,4,1
33,No,Research & Development,998,Female,2,Healthcare Representative,2,Married,5488,Yes,13,3,2,3,6,5,1
41,No,Research & Development,999,Male,5,Research Director,3,Divorced,19419,No,17,3,2,4,18,16,0
27,No,Research & Development,1001,Female,1,Laboratory Technician,2,Married,2811,No,14,3,2,3,2,2,2
45,No,Research & Development,1002,Male,2,Laboratory Technician,1,Married,3633,Yes,15,3,2,3,9,8,0
47,No,Sales,1003,Female,2,Sales Executive,4,Single,4163,Yes,17,3,0,3,9,0,0
30,Yes,Research & Development,1004,Female,1,Research Scientist,3,Married,2132,Yes,11,3,2,3,5,2,0
50,No,Research & Development,1005,Male,4,Manufacturing Director,3,Married,13973,Yes,18,3,2,3,12,11,1
38,No,Research & Development,1006,Male,1,Research Scientist,3,Married,2684,No,17,3,0,2,2,1,0
46,No,Research & Development,1007,Male,3,Manufacturing Director,3,Divorced,10845,No,13,3,3,3,8,7,0
24,No,Research & Development,1009,Female,2,Manufacturing Director,3,Divorced,4377,No,15,3,6,3,4,2,3
35,Yes,Research & Development,1010,Male,1,Laboratory Technician,2,Divorced,3743,Yes,24,4,2,1,4,2,0
31,No,Research & Development,1011,Female,2,Manufacturing Director,1,Married,4148,No,12,3,1,3,4,3,0
18,No,Research & Development,1012,Male,1,Research Scientist,4,Single,1051,No,15,3,2,3,0,0,0
54,No,Research & Development,1013,Female,3,Manufacturing Director,3,Married,10739,No,11,3,2,3,10,7,0
35,No,Research & Development,1014,Female,3,Healthcare Representative,3,Divorced,10388,Yes,11,3,3,2,16,10,10
30,No,Research & Development,1015,Female,3,Research Director,1,Married,11416,Yes,12,3,4,2,8,7,1
20,Yes,Research & Development,1016,Female,1,Research Scientist,1,Single,2600,Yes,15,3,2,3,1,0,0
30,Yes,Research & Development,1017,Female,1,Laboratory Technician,2,Single,2422,No,17,3,3,3,3,2,1
26,No,Research & Development,1018,Male,2,Manufacturing Director,4,Married,5472,No,12,3,2,3,8,7,1
22,No,Research & Development,1019,Male,1,Laboratory Technician,1,Married,2451,No,15,3,3,2,4,3,1
48,No,Research & Development,1022,Male,2,Healthcare Representative,3,Single,4240,No,13,3,0,3,2,2,2
48,No,Research & Development,1024,Male,3,Healthcare Representative,3,Single,10999,No,14,3,3,3,15,11,4
41,No,Research & Development,1025,Female,2,Manufacturing Director,3,Single,5003,No,14,3,6,3,2,2,2
39,No,Research & Development,1026,Female,4,Manufacturing Director,4,Married,12742,No,16,3,3,3,21,6,11
27,No,Research & Development,1027,Female,2,Manufacturing Director,4,Married,4227,No,18,3,2,3,3,2,2
35,No,Research & Development,1028,Male,1,Laboratory Technician,4,Divorced,3917,No,20,4,4,2,3,2,1
42,No,Sales,1029,Male,5,Manager,3,Married,18303,No,13,3,3,4,1,0,0
50,No,Research & Development,1030,Male,1,Laboratory Technician,4,Married,2380,No,18,3,5,3,1,0,0
59,No,Research & Development,1032,Female,4,Manufacturing Director,4,Single,13726,Yes,13,3,4,3,5,3,4
37,Yes,Research & Development,1033,Female,2,Healthcare Representative,2,Married,4777,No,15,3,2,1,1,0,0
55,No,Research & Development,1034,Male,2,Healthcare Representative,2,Married,6385,Yes,14,3,3,3,8,7,6
41,No,Research & Development,1035,Female,5,Research Director,3,Divorced,19973,No,22,4,3,3,21,16,5
38,No,Sales,1036,Male,2,Sales Executive,4,Single,6861,Yes,12,3,1,3,1,0,0
26,Yes,Sales,1037,Male,2,Sales Executive,1,Single,4969,No,18,3,6,3,2,2,2
52,Yes,Sales,1038,Female,5,Manager,4,Married,19845,No,15,3,3,3,32,14,6
44,No,Sales,1039,Female,4,Sales Executive,4,Married,13320,Yes,18,3,2,3,12,11,11
50,No,Sales,1040,Female,2,Sales Executive,3,Married,6347,No,12,3,3,3,18,7,0
36,Yes,Research & Development,1042,Female,1,Laboratory Technician,1,Single,2743,No,16,3,1,3,17,13,15
39,No,Research & Development,1043,Female,3,Manufacturing Director,1,Single,10880,Yes,13,3,2,3,21,6,2
33,No,Sales,1044,Female,1,Sales Representative,4,Single,2342,No,19,3,2,2,2,2,2
45,No,Sales,1045,Female,4,Manager,4,Married,17650,No,13,3,4,4,9,3,1
32,No,Research & Development,1046,Female,1,Laboratory Technician,3,Single,4025,No,12,3,2,3,8,7,7
34,No,Sales,1047,Male,2,Sales Executive,4,Divorced,9725,No,11,3,2,2,15,1,0
59,No,Sales,1048,Male,3,Manager,4,Married,11904,Yes,14,3,1,1,6,4,0
45,No,Human Resources,1049,Male,1,Human Resources,2,Single,2177,No,16,3,3,3,6,3,0
53,No,Sales,1050,Female,3,Sales Executive,2,Married,7525,No,12,3,2,3,15,7,6
36,Yes,Research & Development,1052,Male,2,Laboratory Technician,3,Divorced,4834,No,14,3,3,2,1,0,0
26,Yes,Research & Development,1053,Male,1,Research Scientist,1,Married,2042,Yes,14,3,2,3,3,2,1
34,No,Sales,1055,Female,1,Sales Representative,3,Married,2220,Yes,19,3,2,3,1,1,0
28,No,Sales,1056,Male,1,Sales Representative,2,Married,1052,No,22,4,5,3,1,0,0
38,No,Research & Development,1060,Male,1,Research Scientist,3,Married,2821,No,16,3,2,3,2,2,2
50,No,Research & Development,1061,Male,5,Research Director,3,Married,19237,Yes,11,3,2,2,8,1,7
37,No,Research & Development,1062,Female,2,Healthcare Representative,2,Single,4107,No,15,3,3,2,4,3,0
40,No,Sales,1066,Male,2,Sales Executive,1,Married,8396,No,14,3,3,2,7,7,7
26,No,Research & Development,1068,Female,1,Research Scientist,3,Divorced,2007,No,13,3,5,3,5,3,1
46,No,Research & Development,1069,Male,5,Research Director,4,Divorced,19627,No,17,3,0,3,2,2,2
54,No,Sales,1070,Female,3,Sales Executive,3,Married,10686,No,11,3,4,3,9,4,7
56,No,Research & Development,1071,Female,1,Research Scientist,3,Married,2942,No,19,3,4,3,5,4,0
36,No,Research & Development,1073,Female,3,Manufacturing Director,4,Single,8858,No,11,3,2,2,14,8,7
55,No,Research & Development,1074,Male,4,Manager,1,Single,16756,No,15,3,3,4,9,7,6
43,No,Sales,1076,Male,3,Sales Executive,4,Divorced,10798,No,13,3,5,3,1,0,0
20,Yes,Sales,1077,Female,1,Sales Representative,4,Single,2323,Yes,14,3,3,3,2,2,0
21,Yes,Research & Development,1079,Female,1,Laboratory Technician,1,Single,1416,No,13,3,6,2,1,0,1
46,No,Research & Development,1080,Female,2,Research Scientist,1,Divorced,4615,Yes,23,4,2,3,16,13,1
51,Yes,Research & Development,1081,Male,1,Research Scientist,3,Married,2461,Yes,12,3,2,4,10,0,2
28,Yes,Research & Development,1082,Male,3,Healthcare Representative,1,Single,8722,No,12,3,2,2,10,7,1
26,No,Research & Development,1083,Male,1,Laboratory Technician,1,Married,3955,No,16,3,2,3,5,3,1
30,No,Research & Development,1084,Male,2,Manufacturing Director,1,Married,9957,No,15,3,1,2,6,2,0
41,No,Research & Development,1085,Female,1,Research Scientist,3,Married,3376,No,13,3,3,3,10,6,0
38,No,Research & Development,1088,Female,3,Healthcare Representative,3,Married,8823,No,18,3,4,2,19,9,1
40,No,Research & Development,1092,Male,3,Healthcare Representative,4,Married,10322,No,20,4,6,3,11,10,11
27,No,Research & Development,1094,Male,1,Laboratory Technician,3,Married,4621,No,19,3,4,3,3,2,1
55,No,Research & Development,1096,Male,3,Manufacturing Director,2,Married,10976,No,18,3,4,3,3,2,1
28,No,Research & Development,1097,Female,2,Research Scientist,3,Single,3660,No,13,3,4,4,8,7,1
44,Yes,Human Resources,1098,Male,3,Human Resources,1,Married,10482,No,14,3,1,3,20,6,3
33,No,Research & Development,1099,Male,3,Healthcare Representative,4,Divorced,7119,No,15,3,2,3,3,2,1
35,Yes,Sales,1100,Male,3,Sales Executive,1,Single,9582,Yes,22,4,2,3,8,7,4
33,Yes,Research & Development,1101,Female,2,Research Scientist,3,Single,4508,No,22,4,4,3,13,7,3
28,No,Research & Development,1102,Male,1,Laboratory Technician,3,Divorced,2207,No,16,3,5,2,4,2,2
34,No,Research & Development,1103,Male,2,Healthcare Representative,4,Single,7756,No,17,3,1,2,6,2,0
37,No,Sales,1105,Female,2,Sales Executive,4,Divorced,6694,Yes,14,3,5,3,1,0,0
25,Yes,Research & Development,1106,Male,1,Laboratory Technician,4,Married,3691,Yes,15,3,3,4,7,7,5
26,Yes,Research & Development,1107,Male,1,Laboratory Technician,3,Divorced,2377,No,20,4,0,2,1,1,0
33,Yes,Research & Development,1108,Male,1,Research Scientist,2,Single,2313,Yes,20,4,0,3,2,2,2
42,No,Research & Development,1109,Male,4,Manager,1,Married,17665,No,17,3,3,3,22,6,13
28,Yes,Research & Development,1111,Male,1,Laboratory Technician,2,Divorced,2596,No,15,3,2,3,1,0,0
50,Yes,Sales,1113,Male,2,Sales Executive,3,Single,4728,Yes,14,3,4,3,0,0,0
33,No,Sales,1114,Female,2,Sales Executive,2,Married,4302,No,17,3,3,3,3,2,0
34,No,Research & Development,1115,Male,1,Research Scientist,4,Married,2979,No,17,3,2,3,0,0,0
48,No,Research & Development,1116,Male,4,Manager,4,Single,16885,No,22,4,3,2,5,4,2
45,No,Sales,1117,Female,2,Sales Executive,3,Married,5593,No,13,3,2,3,15,10,4
52,No,Research & Development,1118,Male,3,Healthcare Representative,2,Single,10445,No,19,3,4,3,8,6,4
38,No,Sales,1119,Male,3,Sales Executive,3,Divorced,8740,Yes,14,3,2,3,8,7,2
29,No,Research & Development,1120,Female,1,Research Scientist,4,Divorced,2514,No,22,4,1,3,7,5,1
28,No,Research & Development,1121,Female,3,Manufacturing Director,2,Divorced,7655,No,17,3,3,2,9,7,1
46,No,Sales,1124,Male,4,Manager,3,Married,17465,No,12,3,3,3,12,9,4
38,No,Sales,1125,Male,3,Sales Executive,2,Single,7351,No,16,3,2,3,1,0,0
43,No,Research & Development,1126,Female,3,Manufacturing Director,1,Married,10820,No,11,3,1,3,8,7,0
39,Yes,Research & Development,1127,Male,4,Healthcare Representative,4,Divorced,12169,No,11,3,4,3,18,7,11
40,No,Research & Development,1128,Male,5,Research Director,3,Single,19626,No,14,3,2,4,20,7,4
21,No,Research & Development,1131,Female,1,Research Scientist,2,Single,2070,Yes,11,3,6,4,2,2,2
39,No,Research & Development,1132,Male,2,Laboratory Technician,2,Single,6782,No,15,3,2,2,5,4,0
36,No,Research & Development,1133,Male,2,Manufacturing Director,4,Single,7779,No,20,4,0,3,11,9,0
31,No,Sales,1135,Male,1,Sales Representative,4,Married,2791,No,12,3,4,3,2,2,2
28,No,Research & Development,1136,Male,1,Research Scientist,2,Married,3201,No,17,3,2,1,5,3,0
35,No,Sales,1137,Male,2,Sales Executive,4,Divorced,4968,No,11,3,3,3,5,2,0
49,No,Sales,1138,Male,4,Sales Executive,2,Married,13120,No,17,3,3,3,9,8,2
34,No,Research & Development,1140,Male,2,Manufacturing Director,3,Single,4033,No,11,3,3,2,3,2,0
29,No,Research & Development,1143,Female,1,Research Scientist,2,Divorced,3291,No,14,3,2,2,7,5,1
42,No,Research & Development,1148,Male,2,Laboratory Technician,4,Single,4272,No,19,3,3,3,1,0,0
29,No,Research & Development,1150,Male,2,Manufacturing Director,4,Married,5056,Yes,15,3,2,2,10,7,1
38,No,Human Resources,1152,Male,1,Human Resources,3,Married,2844,No,13,3,2,4,7,6,5
28,No,Research & Development,1154,Male,1,Research Scientist,3,Divorced,2703,Yes,14,3,2,3,3,1,0
18,Yes,Research & Development,1156,Male,1,Laboratory Technician,3,Single,1904,No,12,3,0,3,0,0,0
33,Yes,Sales,1157,Female,2,Sales Executive,1,Single,8224,Yes,17,3,3,3,5,2,0
41,No,Research & Development,1158,Male,1,Laboratory Technician,4,Married,4766,Yes,11,3,4,3,1,0,0
31,Yes,Research & Development,1160,Male,1,Laboratory Technician,3,Married,2610,No,12,3,5,2,2,2,2
37,No,Research & Development,1161,Female,2,Healthcare Representative,4,Divorced,5731,No,13,3,2,3,6,2,1
27,No,Research & Development,1162,Male,1,Research Scientist,3,Married,2539,No,13,3,0,3,4,2,2
34,No,Sales,1163,Female,2,Sales Executive,3,Married,5714,No,20,4,3,2,6,5,1
35,No,Human Resources,1164,Male,1,Human Resources,3,Single,4323,No,17,3,2,1,5,4,1
29,Yes,Sales,1165,Female,3,Sales Executive,1,Married,7336,No,13,3,3,1,11,8,3
40,No,Research & Development,1166,Female,3,Research Director,3,Single,13499,No,17,3,3,2,18,7,2
42,Yes,Sales,1167,Male,4,Sales Executive,1,Single,13758,Yes,12,3,2,2,21,9,13
